HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
HGNC:29480	NM_052972	NP_443204	ENST00000306390	LRG1	116844	ENSG00000171236
HGNC:29547	NM_024745	NP_079021	ENST00000303383	SHCBP1	79801	ENSG00000171241
HGNC:21748	NM_015464	NP_056279	ENST00000307068	SOSTDC1	25928	ENSG00000171243
HGNC:7952	NM_002522	NP_002513	ENST00000306773	NPTX1	4884	ENSG00000171246
HGNC:26773	NM_173611	NP_775882	ENST00000397609	FAM98B	283742	ENSG00000171262
HGNC:20874	NM_152357	NP_689570	ENST00000304060	ZNF440	126070	ENSG00000171295
HGNC:4065	NM_000152	NP_000143	ENST00000302262	GAA	2548	ENSG00000171298
HGNC:19721	NM_001159773	NP_001153245	ENST00000392446	CANT1	124583	ENSG00000171302
HGNC:20714	NM_198046	NP_932163	ENST00000393760	ZDHHC16	84287	ENSG00000171307
HGNC:17422	NM_018413	NP_060883	ENST00000303694	CHST11	50515	ENSG00000171310
HGNC:17286	NM_016046	NP_057130	ENST00000370902	EXOSC1	51013	ENSG00000171311
HGNC:8888	NM_002629	NP_002620	ENST00000334828	PGAM1	5223	ENSG00000171314
HGNC:20626	NM_017780	NP_060250	ENST00000423902	CHD7	55636	ENSG00000171316
HGNC:27230	NM_001017420	NP_001017420	ENST00000305188	ESCO2	157570	ENSG00000171320
HGNC:6436	NM_002276	NP_002267	ENST00000361566	KRT19	3880	ENSG00000171345
HGNC:6421	NM_002275	NP_002266	ENST00000254043	KRT15	3866	ENSG00000171346
HGNC:32327	NM_001013615	NP_001013633	ENST00000371980	LURAP1	541468	ENSG00000171357
HGNC:2023	NM_001127898	NP_001121370	ENST00000376091	CLCN5	1184	ENSG00000171365
HGNC:6415	NM_153490	NP_705694	ENST00000246635	KRT13	3860	ENSG00000171401
HGNC:8792	NM_018945	NP_061818	ENST00000308191	PDE7B	27115	ENSG00000171408
HGNC:14490	NM_032479	NP_115868	ENST00000505059	MRPL36	64979	ENSG00000171421
HGNC:25017	NM_016535	NP_057619	ENST00000270451	ZNF581	51545	ENSG00000171425
HGNC:7645	NM_000662	NP_000653	ENST00000307719	NAT1	9	ENSG00000171428
HGNC:28322	NM_153219	NP_694951	ENST00000301073	ZNF524	147807	ENSG00000171443
HGNC:6935	NM_001085377	NP_001078846	ENST00000408903	MCC	4163	ENSG00000171444
HGNC:23383	NM_020924	NP_065975	ENST00000373656	ZBTB26	57684	ENSG00000171448
HGNC:20194	NM_203290	NP_976035	ENST00000642195	POLR1C	9533	ENSG00000171453
HGNC:21113	NM_023932	NP_076421	ENST00000372488	DLK2	65989	ENSG00000171462
HGNC:25950	NM_001130031	NP_001123503	ENST00000453372	ZNF562	54811	ENSG00000171466
HGNC:13578	NM_014345	NP_055160	ENST00000361428	ZNF318	24149	ENSG00000171467
HGNC:28684	NM_152289	NP_689502	ENST00000302851	ZNF561	93134	ENSG00000171469
HGNC:30923	NM_133264	NP_573571	ENST00000323571	WIPF2	147179	ENSG00000171475
HGNC:24961	NM_032495	NP_115884	ENST00000420433	HOPX	84525	ENSG00000171476
HGNC:25075	NM_032270	NP_115646	ENST00000370454	LRRC8C	84230	ENSG00000171488
HGNC:24534	NM_015659	NP_056474	ENST00000571133	RSL1D1	26156	ENSG00000171490
HGNC:16992	NM_001134479	NP_001127951	ENST00000337338	LRRC8D	55144	ENSG00000171492
HGNC:9257	NM_005038	NP_005029	ENST00000307720	PPID	5481	ENSG00000171497
HGNC:20821	NM_152890	NP_690850	ENST00000370571	COL24A1	255631	ENSG00000171502
HGNC:3483	NM_004453	NP_004444	ENST00000511912	ETFDH	2110	ENSG00000171503
HGNC:19718	NM_021634	NP_067647	ENST00000307765	RXFP1	59350	ENSG00000171509
HGNC:14298	NM_012152	NP_036284	ENST00000370611	LPAR3	23566	ENSG00000171517
HGNC:9596	NM_000958	NP_000949	ENST00000302472	PTGER4	5734	ENSG00000171522
HGNC:3147	NM_004826	NP_004817	ENST00000304546	ECEL1	9427	ENSG00000171551
HGNC:992	NM_138578	NP_612815	ENST00000307677	BCL2L1	598	ENSG00000171552
HGNC:3661	NM_021871	NP_068657	ENST00000403106	FGA	2243	ENSG00000171560
HGNC:9089	NM_002669	NP_002660	ENST00000499023	PLRG1	5356	ENSG00000171566
HGNC:27318	NM_173548	NP_775819	ENST00000306910	ZNF584	201514	ENSG00000171574
HGNC:3039	NM_001389	NP_001380	ENST00000400454	DSCAM	1826	ENSG00000171587
HGNC:18744	NM_023036	NP_075462	ENST00000311014	DNAI2	64446	ENSG00000171595
HGNC:26943	NM_016463	NP_057547	ENST00000302517	CXXC5	51523	ENSG00000171604
HGNC:13068	NM_133502	NP_598009	ENST00000617501	ZNF274	10782	ENSG00000171606
HGNC:8977	NM_005026	NP_005017	ENST00000377346	PIK3CD	5293	ENSG00000171608
HGNC:29681	NM_032315	NP_115691	ENST00000302692	SLC25A33	84275	ENSG00000171612
HGNC:30628	NM_025106	NP_079382	ENST00000328089	SPSB1	80176	ENSG00000171621
HGNC:3581	NM_182641	NP_872579	ENST00000306378	BPTF	2186	ENSG00000171634
HGNC:33104	NM_001010879	NP_001010879	ENST00000597850	ZIK1	284307	ENSG00000171649
HGNC:4490	NM_001097579	NP_001091048	ENST00000378142	GPR34	2857	ENSG00000171659
HGNC:13735	NM_005873	NP_005864	ENST00000395042	RGS19	10287	ENSG00000171700
HGNC:11614	NM_003195	NP_003186	ENST00000343484	TCEA2	6919	ENSG00000171703
HGNC:4854	NM_003883	NP_003874	ENST00000305264	HDAC3	8841	ENSG00000171720
HGNC:29315	NM_020927	NP_065978	ENST00000302536	VAT1L	57687	ENSG00000171724
HGNC:25488	NM_001136218	NP_001129690	ENST00000376008	TMEM51	55092	ENSG00000171729
HGNC:18806	NM_015215	NP_056030	ENST00000303635	CAMTA1	23261	ENSG00000171735
HGNC:28762	NM_024063	NP_076968	ENST00000305560	SPATA5L1	79029	ENSG00000171763
HGNC:4175	NM_001482	NP_001473	ENST00000396659	GATM	2628	ENSG00000171766
HGNC:28206	NM_001252499	NP_001239428	ENST00000489288	RHNO1	83695	ENSG00000171792
HGNC:2519	NM_001905	NP_001896	ENST00000650070	CTPS1	1503	ENSG00000171793
HGNC:29374	NM_152643	NP_689856	ENST00000304613	KNDC1	85442	ENSG00000171798
HGNC:29934	NM_001291088	NP_001278017	ENST00000447313	WDR87	83889	ENSG00000171804
HGNC:28793	NM_033418	NP_219486	ENST00000310392	METTL18	92342	ENSG00000171806
HGNC:25247	NM_001200049	NP_001186978	ENST00000368586	CFAP46	54777	ENSG00000171811
HGNC:2216	NM_005202	NP_005193	ENST00000397799	COL8A2	1296	ENSG00000171812
HGNC:25150	NM_138499	NP_612508	ENST00000305233	PWWP2B	170394	ENSG00000171813
HGNC:25331	NM_001172225	NP_001165696	ENST00000316433	ZNF540	163255	ENSG00000171817
HGNC:28624	NM_152441	NP_689654	ENST00000339235	FBXL14	144699	ENSG00000171823
HGNC:9138	NM_001001998	NP_001001998	ENST00000376936	EXOSC10	5394	ENSG00000171824
HGNC:7136	NM_004529	NP_004520	ENST00000380338	MLLT3	4300	ENSG00000171843
HGNC:10452	NM_001034	NP_001025	ENST00000304567	RRM2	6241	ENSG00000171848
HGNC:24284	NM_016030	NP_057114	ENST00000324266	TRAPPC12	51112	ENSG00000171853
HGNC:10409	NM_001024	NP_001015	ENST00000343986	RPS21	6227	ENSG00000171858
HGNC:1319	NM_004054	NP_004045	ENST00000307637	C3AR1	719	ENSG00000171860
HGNC:18485	NM_018146	NP_060616	ENST00000304478	MRM3	55178	ENSG00000171861
HGNC:9588	NM_000314	NP_000305	ENST00000371953	PTEN	5728	ENSG00000171862
HGNC:10440	NM_001011	NP_001002	ENST00000645674	RPS7	6201	ENSG00000171863
HGNC:9449	NM_000311	NP_000302	ENST00000379440	PRNP	5621	ENSG00000171867
HGNC:280	NM_000678	NP_000669	ENST00000379453	ADRA1D	146	ENSG00000171873
HGNC:28214	NM_032892	NP_116281	ENST00000417257	FRMD5	84978	ENSG00000171877
HGNC:33874	NM_001040078	NP_001035167	ENST00000328114	LGALS9C	654346	ENSG00000171916
HGNC:20399	NM_016078	NP_057162	ENST00000307767	TVP23B	51030	ENSG00000171928
HGNC:1211	NM_001267585	NP_001254514	ENST00000395665	FBXW10	10517	ENSG00000171931
HGNC:30584	NM_001329984	NP_001316913	ENST00000367123	SRGAP2C	653464	ENSG00000171943
HGNC:10575	NM_003469	NP_003460	ENST00000305409	SCG2	7857	ENSG00000171951
HGNC:18802	NM_145691	NP_663729	ENST00000474627	ATPAF2	91647	ENSG00000171953
HGNC:26820	NM_173483	NP_775754	ENST00000269703	CYP4F22	126410	ENSG00000171954
HGNC:14651	NM_006347	NP_006338	ENST00000304979	PPIH	10465	ENSG00000171960
HGNC:25384	NM_031294	NP_112584	ENST00000399187	DRC3	83450	ENSG00000171962
HGNC:13125	NM_173480	NP_775751	ENST00000306908	ZNF57	126295	ENSG00000171970
HGNC:26318	NM_152504	NP_689717	ENST00000303142	SHLD1	149840	ENSG00000171984
HGNC:12313	NM_032776	NP_116165	ENST00000399262	JMJD1C	221037	ENSG00000171988
HGNC:30672	NM_007286	NP_009217	ENST00000307662	SYNPO	11346	ENSG00000171992
HGNC:26629	NM_001102651	NP_001096121	ENST00000317243	ZNF554	115196	ENSG00000172006
HGNC:16075	NM_031296	NP_112586	ENST00000305626	RAB33B	83452	ENSG00000172007
HGNC:11793	NM_003249	NP_003240	ENST00000307741	THOP1	7064	ENSG00000172009
HGNC:6487	NM_002292	NP_002283	ENST00000305544	LAMB2	3913	ENSG00000172037
HGNC:9751	NM_005051	NP_005042	ENST00000306125	QARS1	5859	ENSG00000172053
HGNC:16038	NM_139280	NP_644809	ENST00000304046	ORMDL3	94103	ENSG00000172057
HGNC:11811	NM_003597	NP_003588	ENST00000305883	KLF11	8462	ENSG00000172059
HGNC:3255	NM_004836	NP_004827	ENST00000303236	EIF2AK3	9451	ENSG00000172071
HGNC:29802	NM_130807	NP_570719	ENST00000357066	MOB3A	126308	ENSG00000172081
HGNC:28039	NM_016618	NP_057702	ENST00000347055	KRCC1	51315	ENSG00000172086
HGNC:1707	NM_004931	NP_004922	ENST00000390655	CD8B	926	ENSG00000172116
HGNC:1435	NM_001740	NP_001731	ENST00000302628	CALB2	794	ENSG00000172137
HGNC:31401	NM_183061	NP_898884	ENST00000305815	SLC9C1	285335	ENSG00000172139
HGNC:10610	NM_002986	NP_002977	ENST00000305869	CCL11	6356	ENSG00000172156
HGNC:24125	NM_174938	NP_777598	ENST00000304195	FRMD3	257019	ENSG00000172159
HGNC:11168	NM_021021	NP_066301	ENST00000517992	SNTB1	6641	ENSG00000172164
HGNC:7417	NM_022045	NP_071328	ENST00000305949	MTBP	27085	ENSG00000172167
HGNC:26223	NM_024683	NP_078959	ENST00000581216	TEFM	79736	ENSG00000172171
HGNC:14278	NM_014078	NP_054797	ENST00000306185	MRPL13	28998	ENSG00000172172
HGNC:6819	NM_006785	NP_006776	ENST00000649217	MALT1	10892	ENSG00000172175
HGNC:9445	NM_000948	NP_000939	ENST00000306482	PRL	5617	ENSG00000172179
HGNC:6130	NM_002201	NP_002192	ENST00000306072	ISG20	3669	ENSG00000172183
HGNC:21579	NM_001080480	NP_001073949	ENST00000324607	MBOAT1	154141	ENSG00000172197
HGNC:5363	NM_001546	NP_001537	ENST00000378700	ID4	3400	ENSG00000172201
HGNC:1834	NM_005194	NP_005185	ENST00000303004	CEBPB	1051	ENSG00000172216
HGNC:16945	NM_006451	NP_006442	ENST00000306846	PAIP1	10605	ENSG00000172239
HGNC:24738	NM_198566	NP_940968	ENST00000306862	C5orf34	375444	ENSG00000172244
HGNC:14346	NM_031909	NP_114115	ENST00000302514	C1QTNF4	114900	ENSG00000172247
HGNC:17302	NM_173808	NP_776169	ENST00000357731	NEGR1	257194	ENSG00000172260
HGNC:2995	NM_001382	NP_001373	ENST00000354202	DPAGT1	1798	ENSG00000172269
HGNC:17850	NM_198971	NP_945322	ENST00000350777	HINFP	25988	ENSG00000172273
HGNC:16253	NM_018327	NP_060797	ENST00000399002	SPTLC3	55304	ENSG00000172296
HGNC:28848	NM_018405	NP_060875	ENST00000302362	COPRS	55352	ENSG00000172301
HGNC:16197	NM_033550	NP_291028	ENST00000372114	TP53RK	112858	ENSG00000172315
HGNC:1093	NM_001724	NP_001715	ENST00000344924	BPGM	669	ENSG00000172331
HGNC:19949	NM_005837	NP_005828	ENST00000303151	POP7	10248	ENSG00000172336
HGNC:28287	NM_144988	NP_659425	ENST00000370205	ALG14	199857	ENSG00000172339
HGNC:18065	NM_181900	NP_871629	ENST00000302824	STARD5	80765	ENSG00000172345
HGNC:30359	NM_014460	NP_055275	ENST00000306149	CSDC2	27254	ENSG00000172346
HGNC:4398	NM_005273	NP_005264	ENST00000303210	GNB2	2783	ENSG00000172354
HGNC:26530	NM_145020	NP_659457	ENST00000398545	CFAP53	220136	ENSG00000172361
HGNC:14142	NM_138418	NP_612427	ENST00000307650	MCRIP2	84331	ENSG00000172366
HGNC:19891	NM_001168468	NP_001161940	ENST00000355547	PDZD3	79849	ENSG00000172367
HGNC:16876	NM_014862	NP_055677	ENST00000303329	ARNT2	9915	ENSG00000172379
HGNC:19663	NM_018841	NP_061329	ENST00000370982	GNG12	55970	ENSG00000172380
HGNC:17732	NM_133477	NP_597734	ENST00000307142	SYNPO2	171024	ENSG00000172403
HGNC:16999	NM_006831	NP_006822	ENST00000533682	CLP1	10978	ENSG00000172409
HGNC:21057	NM_152732	NP_689945	ENST00000372163	RSPH9	221421	ENSG00000172426
HGNC:21314	NM_001163424	NP_001156896	ENST00000607357	COPS9	150678	ENSG00000172428
HGNC:4670	NM_019096	NP_061969	ENST00000307126	GTPBP2	54676	ENSG00000172432
HGNC:11616	NM_004780	NP_004771	ENST00000372625	TCEAL1	9338	ENSG00000172465
HGNC:13032	NM_006965	NP_008896	ENST00000261332	ZNF24	7572	ENSG00000172466
HGNC:21072	NM_024641	NP_078917	ENST00000358812	MANEA	79694	ENSG00000172469
HGNC:18283	NM_080879	NP_543155	ENST00000304236	RAB40A	142684	ENSG00000172476
HGNC:9281	NM_002708	NP_002699	ENST00000376745	PPP1CA	5499	ENSG00000172531
HGNC:4839	NM_005334	NP_005325	ENST00000310441	HCFC1	3054	ENSG00000172534
HGNC:2546	NM_001335	NP_001326	ENST00000307886	CTSW	1521	ENSG00000172543
HGNC:9878	NM_005739	NP_005730	ENST00000310803	RASGRP1	10125	ENSG00000172575
HGNC:23518	NM_203298	NP_976043	ENST00000372833	CHCHD1	118487	ENSG00000172586
HGNC:16655	NM_180982	NP_851313	ENST00000397496	MRPL52	122704	ENSG00000172590
HGNC:17389	NM_006714	NP_006705	ENST00000368440	SMPDL3A	10924	ENSG00000172594
HGNC:18314	NM_014470	NP_055285	ENST00000309739	RND1	27289	ENSG00000172602
HGNC:9827	NM_004584	NP_004575	ENST00000307980	RAD9A	5883	ENSG00000172613
HGNC:3219	NM_016938	NP_058634	ENST00000307998	EFEMP2	30008	ENSG00000172638
HGNC:26142	NM_025124	NP_079400	ENST00000308022	TMEM134	80194	ENSG00000172663
HGNC:29983	NM_022470	NP_071915	ENST00000311417	ZMAT3	64393	ENSG00000172667
HGNC:23504	NM_174890	NP_777550	ENST00000344646	ZFAND4	93550	ENSG00000172671
HGNC:7199	NM_005372	NP_005363	ENST00000311923	MOS	4342	ENSG00000172680
HGNC:10617	NM_006274	NP_006265	ENST00000311925	CCL19	6363	ENSG00000172724
HGNC:2253	NM_020441	NP_065174	ENST00000341356	CORO1B	57175	ENSG00000172725
HGNC:19234	NM_032664	NP_116053	ENST00000327671	FUT10	84750	ENSG00000172728
HGNC:29814	NM_025128	NP_079404	ENST00000308110	MUS81	80198	ENSG00000172732
HGNC:27268	NM_001042416	NP_001035881	ENST00000398612	ZNF596	169270	ENSG00000172748
HGNC:1874	NM_005507	NP_005498	ENST00000308162	CFL1	1072	ENSG00000172757
HGNC:26164	NM_024561	NP_078837	ENST00000379406	NAA16	79612	ENSG00000172766
HGNC:28061	NM_207307	NP_997190	ENST00000505956	EFCAB12	90288	ENSG00000172771
HGNC:29856	NM_024946	NP_079222	ENST00000309137	PSME3IP1	80011	ENSG00000172775
HGNC:30268	NM_001006638	NP_001006639	ENST00000392613	RAB37	326624	ENSG00000172794
HGNC:24452	NM_152624	NP_689837	ENST00000389063	DCP2	167227	ENSG00000172795
HGNC:26423	NM_152760	NP_689973	ENST00000308342	SNX32	254122	ENSG00000172803
HGNC:10349	NM_000999	NP_000990	ENST00000311111	RPL38	6169	ENSG00000172809
HGNC:2652	NM_004820	NP_004811	ENST00000310193	CYP7B1	9420	ENSG00000172817
HGNC:8525	NM_004561	NP_004552	ENST00000335987	OVOL1	5017	ENSG00000172818
HGNC:9866	NM_000966	NP_000957	ENST00000425354	RARG	5916	ENSG00000172819
HGNC:1865	NM_024922	NP_079198	ENST00000303334	CES3	23491	ENSG00000172828
HGNC:30581	NM_017857	NP_060327	ENST00000308127	SSH3	54961	ENSG00000172830
HGNC:1864	NM_001365405	NP_001352334	ENST00000317091	CES2	8824	ENSG00000172831
HGNC:30263	NM_020786	NP_065837	ENST00000311765	PDP2	57546	ENSG00000172840
HGNC:6439	NM_000423	NP_000414	ENST00000309680	KRT2	3849	ENSG00000172867
HGNC:32583	NM_199227	NP_954697	ENST00000315796	METAP1D	254042	ENSG00000172878
HGNC:24787	NM_198484	NP_940886	ENST00000339296	ZNF621	285268	ENSG00000172888
HGNC:20594	NM_016215	NP_057299	ENST00000308874	EGFL7	51162	ENSG00000172889
HGNC:29832	NM_018161	NP_060631	ENST00000319023	NADSYN1	55191	ENSG00000172890
HGNC:26904	NM_173800	NP_776161	ENST00000357872	LVRN	206338	ENSG00000172901
HGNC:7563	NM_001293291	NP_001280220	ENST00000441339	MYEOV	26579	ENSG00000172927
HGNC:24828	NM_145015	NP_659452	ENST00000309099	MRGPRF	116535	ENSG00000172935
HGNC:8508	NM_005109	NP_005100	ENST00000311806	OXSR1	9943	ENSG00000172939
HGNC:8494	NM_004256	NP_004247	ENST00000311856	SLC22A13	9390	ENSG00000172940
HGNC:5275	NM_182710	NP_874369	ENST00000341318	KAT5	10524	ENSG00000172977
HGNC:24699	NM_001099289	NP_001092759	ENST00000309415	SH3RF3	344558	ENSG00000172985
HGNC:33383	NM_001080393	NP_001073862	ENST00000389617	GXYLT2	727936	ENSG00000172986
HGNC:26238	NM_001288655	NP_001275584	ENST00000651974	DCAKD	79877	ENSG00000172992
HGNC:30781	NM_152293	NP_689506	ENST00000310074	TADA2B	93624	ENSG00000173011
HGNC:26900	NM_153376	NP_699207	ENST00000310085	CCDC96	257236	ENSG00000173013
HGNC:289	NM_001619	NP_001610	ENST00000308595	GRK2	156	ENSG00000173020
HGNC:9955	NM_021975	NP_068810	ENST00000406246	RELA	5970	ENSG00000173039
HGNC:19747	NM_147127	NP_667338	ENST00000344408	EVC2	132884	ENSG00000173040
HGNC:26897	NM_178558	NP_848653	ENST00000309683	ZNF680	340252	ENSG00000173041
HGNC:5164	NM_001098540	NP_001092010	ENST00000311412	HPSE	10855	ENSG00000173083
HGNC:5239	NM_002155	NP_002146	ENST00000309758	HSPA6	3310	ENSG00000173110
HGNC:17200	NM_001099658	NP_001093128	ENST00000308478	LRRN3	54674	ENSG00000173114
HGNC:13606	NM_012308	NP_036440	ENST00000529006	KDM2A	22992	ENSG00000173120
HGNC:21738	NM_174922	NP_777582	ENST00000308860	ADCK5	203054	ENSG00000173137
HGNC:14514	NM_024026	NP_076931	ENST00000309594	MRPL57	78988	ENSG00000173141
HGNC:24034	NM_022451	NP_071896	ENST00000371361	NOC3L	64318	ENSG00000173145
HGNC:3471	NM_004451	NP_004442	ENST00000000442	ESRRA	2101	ENSG00000173153
HGNC:670	NM_014578	NP_055393	ENST00000308831	RHOD	29984	ENSG00000173156
HGNC:17178	NM_025003	NP_079279	ENST00000389420	ADAMTS20	80070	ENSG00000173157
HGNC:14436	NM_213589	NP_998754	ENST00000319170	RAPH1	65059	ENSG00000173166
HGNC:29232	NM_017554	NP_060024	ENST00000474629	PARP14	54625	ENSG00000173193
HGNC:26876	NM_001113523	NP_001106995	ENST00000464300	PARP15	165631	ENSG00000173200
HGNC:19083	NM_001826	NP_001817	ENST00000308987	CKS1B	1163	ENSG00000173207
HGNC:66	NM_005164	NP_005155	ENST00000308666	ABCD2	225	ENSG00000173208
HGNC:15512	NM_138959	NP_620409	ENST00000355485	VANGL1	81839	ENSG00000173218
HGNC:4330	NM_001118890	NP_001112362	ENST00000237858	GLRX	2745	ENSG00000173221
HGNC:28949	NM_001023570	NP_001018864	ENST00000310864	IQCB1	9657	ENSG00000173226
HGNC:18381	NM_177963	NP_808878	ENST00000527043	SYT12	91683	ENSG00000173227
HGNC:23455	NM_001128215	NP_001121687	ENST00000404743	LIPM	340654	ENSG00000173239
HGNC:23384	NM_133464	NP_597721	ENST00000309235	ZNF483	158399	ENSG00000173258
HGNC:11141	NM_003087	NP_003078	ENST00000372017	SNCG	6623	ENSG00000173267
HGNC:33187	NM_001085365	NP_001078834	ENST00000309451	MZT2A	653784	ENSG00000173272
HGNC:11941	NM_003747	NP_003738	ENST00000310430	TNKS	8658	ENSG00000173273
HGNC:21039	NM_152695	NP_689908	ENST00000339249	ZNF449	203523	ENSG00000173275
HGNC:13083	NM_001098402	NP_001091872	ENST00000310826	ZBTB21	49854	ENSG00000173276
HGNC:14942	NM_024607	NP_078883	ENST00000310455	PPP1R3B	79660	ENSG00000173281
HGNC:25450	NM_020225	NP_064610	ENST00000308497	STOX2	56977	ENSG00000173320
HGNC:6850	NM_002419	NP_002410	ENST00000309100	MAP3K11	4296	ENSG00000173327
HGNC:16891	NM_025195	NP_079471	ENST00000311922	TRIB1	10221	ENSG00000173334
HGNC:28767	NM_032740	NP_116129	ENST00000310981	SFT2D3	84826	ENSG00000173349
HGNC:26256	NM_024574	NP_078850	ENST00000379692	NDNF	79625	ENSG00000173376
HGNC:8133	NM_002543	NP_002534	ENST00000309539	OLR1	4973	ENSG00000173391
HGNC:29561	NM_022786	NP_073623	ENST00000310256	ARV1	64801	ENSG00000173409
HGNC:15908	NM_016100	NP_057184	ENST00000334982	NAA20	51126	ENSG00000173418
HGNC:27945	NM_001135197	NP_001128669	ENST00000452691	CCDC36	339834	ENSG00000173421
HGNC:10513	NM_199161	NP_954630	ENST00000356524	SAA1	6288	ENSG00000173432
HGNC:32068	NM_001032363	NP_001027535	ENST00000322753	MICOS10	440574	ENSG00000173436
HGNC:30682	NM_001099409	NP_001092879	ENST00000309295	EHBP1L1	254102	ENSG00000173442
HGNC:20854	NM_031435	NP_113623	ENST00000308086	THAP2	83591	ENSG00000173451
HGNC:14646	NM_032015	NP_114404	ENST00000311413	RNF26	79102	ENSG00000173456
HGNC:9057	NM_138689	NP_619634	ENST00000309318	PPP1R14B	26472	ENSG00000173457
HGNC:11328	NM_006396	NP_006387	ENST00000309328	ZNRD2	10534	ENSG00000173465
HGNC:11104	NM_003074	NP_003065	ENST00000254480	SMARCC1	6599	ENSG00000173473
HGNC:20646	NM_152475	NP_689688	ENST00000312026	ZNF417	147687	ENSG00000173480
HGNC:3718	NM_004470	NP_004461	ENST00000309366	FKBP2	2286	ENSG00000173486
HGNC:11907	NM_003840	NP_003831	ENST00000312584	TNFRSF10D	8793	ENSG00000173530
HGNC:30958	NM_033414	NP_219482	ENST00000308683	ZNF622	90441	ENSG00000173545
HGNC:2466	NM_001897	NP_001888	ENST00000308508	CSPG4	1464	ENSG00000173546
HGNC:1917	NM_001271	NP_001262	ENST00000394196	CHD2	1106	ENSG00000173575
HGNC:17966	NM_016122	NP_057206	ENST00000397809	CEP83	51134	ENSG00000173588
HGNC:17845	NM_014465	NP_055280	ENST00000310613	SULT1B1	27284	ENSG00000173597
HGNC:8051	NM_019094	NP_061967	ENST00000415493	NUDT4	11163	ENSG00000173598
HGNC:8636	NM_001040716	NP_001035806	ENST00000393960	PC	5091	ENSG00000173599
HGNC:17877	NM_022787	NP_073624	ENST00000377205	NMNAT1	64802	ENSG00000173614
HGNC:28456	NM_024036	NP_076941	ENST00000309602	LRFN4	78999	ENSG00000173621
HGNC:21090	NM_001139444	NP_001132916	ENST00000368602	TRAPPC3L	100128327	ENSG00000173626
HGNC:10937	NM_194255	NP_919231	ENST00000311124	SLC19A1	6573	ENSG00000173638
HGNC:13721	NM_005133	NP_005124	ENST00000309657	RCE1	9986	ENSG00000173653
HGNC:12590	NM_006004	NP_005995	ENST00000311672	UQCRH	7388	ENSG00000173660
HGNC:14448	NM_138697	NP_619642	ENST00000333172	TAS1R1	80835	ENSG00000173662
HGNC:3250	NM_001412	NP_001403	ENST00000379607	EIF1AX	1964	ENSG00000173674
HGNC:9554	NM_002807	NP_002798	ENST00000308696	PSMD1	5707	ENSG00000173692
HGNC:4516	NM_001079858	NP_001073327	ENST00000379869	ADGRG2	10149	ENSG00000173698
HGNC:7511	NM_033049	NP_149038	ENST00000616727	MUC13	56667	ENSG00000173702
HGNC:29061	NM_015551	NP_056366	ENST00000309558	SUSD5	26032	ENSG00000173705
HGNC:29227	NM_020733	NP_065784	ENST00000311127	HEG1	57493	ENSG00000173706
HGNC:30916	NM_175575	NP_783165	ENST00000311378	WFIKKN2	124857	ENSG00000173714
HGNC:20947	NM_014765	NP_055580	ENST00000366607	TOMM20	9804	ENSG00000173726
HGNC:30435	NM_001012970	NP_001012988	ENST00000308105	C1orf100	200159	ENSG00000173728
HGNC:1695	NM_006137	NP_006128	ENST00000312648	CD7	924	ENSG00000173762
HGNC:24746	NM_001145030	NP_001138502	ENST00000309765	TOPAZ1	375337	ENSG00000173769
HGNC:2158	NM_033133	NP_149124	ENST00000393892	CNP	1267	ENSG00000173786
HGNC:6207	NM_002230	NP_002221	ENST00000393931	JUP	3728	ENSG00000173801
HGNC:3249	NM_005801	NP_005792	ENST00000469257	EIF1	10209	ENSG00000173812
HGNC:26640	NM_173627	NP_775898	ENST00000518137	ENDOV	284131	ENSG00000173818
HGNC:18334	NM_145719	NP_663771	ENST00000309880	TIGD3	220359	ENSG00000173825
HGNC:2154	NM_004073	NP_004064	ENST00000372201	PLK3	1263	ENSG00000173846
HGNC:14592	NM_001047160	NP_001040625	ENST00000355029	NET1	10276	ENSG00000173848
HGNC:26895	NM_153358	NP_699189	ENST00000343325	ZNF791	163049	ENSG00000173875
HGNC:15682	NM_024947	NP_079223	ENST00000495893	PHC3	80012	ENSG00000173889
HGNC:23693	NM_014373	NP_055188	ENST00000355897	GPR160	26996	ENSG00000173890
HGNC:1552	NM_005189	NP_005180	ENST00000310942	CBX2	84733	ENSG00000173894
HGNC:15448	NM_014498	NP_055313	ENST00000470487	GOLIM4	27333	ENSG00000173905
HGNC:28842	NM_031492	NP_113680	ENST00000310046	RBM4B	83759	ENSG00000173914
HGNC:30889	NM_001206427	NP_001193356	ENST00000369815	ATP5MD	84833	ENSG00000173915
HGNC:14324	NM_030968	NP_112230	ENST00000579760	C1QTNF1	114897	ENSG00000173918
HGNC:28728	NM_178450	NP_848545	ENST00000308660	MARCHF3	115123	ENSG00000173926
HGNC:27009	NM_181643	NP_857594	ENST00000369738	PIFO	128344	ENSG00000173947
HGNC:26639	NM_152531	NP_689744	ENST00000310380	XXYLT1	152002	ENSG00000173950
HGNC:27265	NM_181713	NP_859064	ENST00000309033	UBXN2A	165324	ENSG00000173960
HGNC:1613	NM_005125	NP_005116	ENST00000533244	CCS	9973	ENSG00000173992
HGNC:24613	NM_198565	NP_940967	ENST00000328557	NRROS	375387	ENSG00000174004
HGNC:29347	NM_030624	NP_085127	ENST00000328046	KLHL15	80311	ENSG00000174010
