HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
HGNC:10291	NM_002947	NP_002938	ENST00000223129	RPA3	6119	ENSG00000106399
HGNC:21688	NM_006349	NP_006340	ENST00000305105	ZNHIT1	10467	ENSG00000106400
HGNC:18713	NM_138426	NP_612435	ENST00000223145	GLCCI1	113263	ENSG00000106415
HGNC:29825	NM_138403	NP_612412	ENST00000223167	MYL10	93408	ENSG00000106436
HGNC:7996	NM_005011	NP_005002	ENST00000393232	NRF1	4899	ENSG00000106459
HGNC:22407	NM_001134232	NP_001127704	ENST00000396668	TMEM106B	54664	ENSG00000106460
HGNC:12370	NM_018718	NP_061188	ENST00000223208	CEP41	95681	ENSG00000106477
HGNC:34519	NM_001099220	NP_001092690	ENST00000223210	ZNF862	643641	ENSG00000106479
HGNC:10778	NM_003014	NP_003005	ENST00000436072	SFRP4	6424	ENSG00000106483
HGNC:7028	NM_002402	NP_002393	ENST00000223215	MEST	4232	ENSG00000106484
HGNC:7014	NM_005924	NP_005915	ENST00000262041	MEOX2	4223	ENSG00000106511
HGNC:25370	NM_020319	NP_064715	ENST00000306999	ANKMY2	57037	ENSG00000106524
HGNC:21643	NM_014399	NP_055214	ENST00000262067	TSPAN13	27075	ENSG00000106537
HGNC:9868	NM_002889	NP_002880	ENST00000223271	RARRES2	5919	ENSG00000106538
HGNC:348	NM_001621	NP_001612	ENST00000242057	AHR	196	ENSG00000106546
HGNC:21906	NM_017812	NP_060282	ENST00000262570	CHCHD3	54927	ENSG00000106554
HGNC:21789	NM_015660	NP_056475	ENST00000223293	GIMAP2	26157	ENSG00000106560
HGNC:29596	NM_001101312	NP_001094782	ENST00000326442	TMEM176B	28959	ENSG00000106565
HGNC:4319	NM_000168	NP_000159	ENST00000395925	GLI3	2737	ENSG00000106571
HGNC:9531	NM_002787	NP_002778	ENST00000223321	PSMA2	5683	ENSG00000106588
HGNC:14035	NM_031903	NP_114109	ENST00000223324	MRPL32	64983	ENSG00000106591
HGNC:1062	NM_000712	NP_000703	ENST00000265523	BLVRA	644	ENSG00000106605
HGNC:25476	NM_017994	NP_060464	ENST00000341567	TMEM248	55069	ENSG00000106609
HGNC:10011	NM_005614	NP_005605	ENST00000262187	RHEB	6009	ENSG00000106615
HGNC:9386	NM_016203	NP_057287	ENST00000287878	PRKAG2	51422	ENSG00000106617
HGNC:303	NM_001129	NP_001120	ENST00000223357	AEBP1	165	ENSG00000106624
HGNC:4195	NM_000162	NP_000153	ENST00000403799	GCK	2645	ENSG00000106633
HGNC:1005	NM_001707	NP_001698	ENST00000223368	BCL7B	9275	ENSG00000106635
HGNC:16959	NM_006555	NP_006546	ENST00000223369	YKT6	10652	ENSG00000106636
HGNC:11586	NM_012453	NP_036585	ENST00000305632	TBL2	26608	ENSG00000106638
HGNC:6613	NM_002314	NP_002305	ENST00000336180	LIMK1	3984	ENSG00000106683
HGNC:10939	NM_004170	NP_004161	ENST00000262352	SLC1A1	6505	ENSG00000106688
HGNC:6594	NM_004789	NP_004780	ENST00000373615	LHX2	9355	ENSG00000106689
HGNC:13753	NM_001145313	NP_001138785	ENST00000481272	FSD1L	83856	ENSG00000106701
HGNC:11243	NM_006717	NP_006708	ENST00000375859	SPIN1	10927	ENSG00000106723
HGNC:26057	NM_017881	NP_060351	ENST00000361092	NMRK1	54981	ENSG00000106733
HGNC:1363	NM_032012	NP_114401	ENST00000374586	TMEM245	23731	ENSG00000106771
HGNC:25209	NM_015225	NP_056040	ENST00000376718	PRUNE2	158471	ENSG00000106772
HGNC:3234	NM_001080497	NP_001073966	ENST00000373930	MEGF9	1955	ENSG00000106780
HGNC:16283	NM_014788	NP_055603	ENST00000341469	TRIM14	9830	ENSG00000106785
HGNC:2255	NM_052820	NP_438171	ENST00000375077	CORO2A	7464	ENSG00000106789
HGNC:11772	NM_004612	NP_004603	ENST00000374994	TGFBR1	7046	ENSG00000106799
HGNC:16993	NM_006808	NP_006799	ENST00000223641	SEC61B	10952	ENSG00000106803
HGNC:8126	NM_014057	NP_054776	ENST00000375561	OGN	4969	ENSG00000106809
HGNC:18429	NM_001146108	NP_001139580	ENST00000407693	PTGR1	22949	ENSG00000106853
HGNC:453	NM_001633	NP_001624	ENST00000265132	AMBP	259	ENSG00000106927
HGNC:17179	NM_017913	NP_060383	ENST00000381854	CDC37L1	55664	ENSG00000106993
HGNC:23633	NM_018465	NP_060935	ENST00000223864	PLGRKT	55848	ENSG00000107020
HGNC:25571	NM_018201	NP_060671	ENST00000372648	TBC1D13	54662	ENSG00000107021
HGNC:17686	NM_020829	NP_065880	ENST00000414202	RIC1	57589	ENSG00000107036
HGNC:3953	NM_014286	NP_055101	ENST00000372398	NCS1	23413	ENSG00000107130
HGNC:11731	NM_006285	NP_006276	ENST00000336395	TESK1	7016	ENSG00000107140
HGNC:1383	NM_001216	NP_001207	ENST00000378357	CA9	768	ENSG00000107159
HGNC:4005	NM_003934	NP_003925	ENST00000319725	FUBP3	8939	ENSG00000107164
HGNC:12450	NM_000550	NP_000541	ENST00000388918	TYRP1	7306	ENSG00000107165
HGNC:2347	NM_006368	NP_006359	ENST00000353704	CREB3	10488	ENSG00000107175
HGNC:21965	NM_001080496	NP_001073965	ENST00000378078	RGP1	9827	ENSG00000107185
HGNC:6595	NM_178138	NP_835258	ENST00000371748	LHX3	8022	ENSG00000107187
HGNC:19102	NM_014314	NP_055129	ENST00000379883	DDX58	23586	ENSG00000107201
HGNC:3164	NM_003792	NP_003783	ENST00000224073	EDF1	8721	ENSG00000107223
HGNC:8995	NM_003558	NP_003549	ENST00000265382	PIP5K1B	8395	ENSG00000107242
HGNC:28510	NM_001042413	NP_001035878	ENST00000381971	GLIS3	169792	ENSG00000107249
HGNC:7899	NM_015392	NP_056207	ENST00000371601	NPDC1	56654	ENSG00000107281
HGNC:578	NM_001163	NP_001154	ENST00000265381	APBA1	320	ENSG00000107282
HGNC:445	NM_015046	NP_055861	ENST00000224140	SETX	23064	ENSG00000107290
HGNC:10831	NM_003026	NP_003017	ENST00000380607	SH3GL2	6456	ENSG00000107295
HGNC:9592	NM_000954	NP_000945	ENST00000371625	PTGDS	5730	ENSG00000107317
HGNC:32	NM_001606	NP_001597	ENST00000341511	ABCA2	20	ENSG00000107331
HGNC:10838	NM_003028	NP_003019	ENST00000377707	SHB	6461	ENSG00000107338
HGNC:19907	NM_017811	NP_060281	ENST00000263228	UBE2R2	54926	ENSG00000107341
HGNC:17944	NM_016042	NP_057126	ENST00000327304	EXOSC3	51010	ENSG00000107371
HGNC:13008	NM_001102420	NP_001095890	ENST00000376962	ZFAND5	7763	ENSG00000107372
HGNC:3084	NM_001330311	NP_001317240	ENST00000378888	DVL1	1855	ENSG00000107404
HGNC:2067	NM_020992	NP_066272	ENST00000329399	PDLIM1	9124	ENSG00000107438
HGNC:23434	NM_001134375	NP_001127847	ENST00000465148	CCNJ	54619	ENSG00000107443
HGNC:4172	NM_001002295	NP_001002295	ENST00000379328	GATA3	2625	ENSG00000107485
HGNC:29063	NM_207303	NP_997186	ENST00000355044	ATRNL1	26033	ENSG00000107518
HGNC:5163	NM_000195	NP_000186	ENST00000361490	HPS1	3257	ENSG00000107521
HGNC:8940	NM_006214	NP_006205	ENST00000263038	PHYH	5264	ENSG00000107537
HGNC:20793	NM_032023	NP_114412	ENST00000340258	RASSF4	83937	ENSG00000107551
HGNC:30373	NM_015221	NP_056036	ENST00000324109	DNMBP	23268	ENSG00000107554
HGNC:29152	NM_014904	NP_055719	ENST00000355624	RAB11FIP2	22841	ENSG00000107560
HGNC:16947	NM_006459	NP_006450	ENST00000421367	ERLIN1	10613	ENSG00000107566
HGNC:3271	NM_003750	NP_003741	ENST00000369144	EIF3A	8661	ENSG00000107581
HGNC:2977	NM_004412	NP_004403	ENST00000377799	TRDMT1	1787	ENSG00000107614
HGNC:17906	NM_024045	NP_076950	ENST00000373585	DDX50	79009	ENSG00000107625
HGNC:17018	NM_007190	NP_009121	ENST00000369075	SEC23IP	11196	ENSG00000107651
HGNC:25935	NM_017615	NP_060085	ENST00000369023	NSMCE4A	54780	ENSG00000107672
HGNC:23530	NM_014431	NP_055246	ENST00000263563	PALD1	27143	ENSG00000107719
HGNC:12568	NM_170744	NP_734465	ENST00000335350	UNC5B	219699	ENSG00000107731
HGNC:13733	NM_022124	NP_071407	ENST00000224721	CDH23	64072	ENSG00000107736
HGNC:30085	NM_022153	NP_071436	ENST00000394957	VSIR	64115	ENSG00000107738
HGNC:13564	NM_001244950	NP_001231879	ENST00000373109	SPOCK2	9806	ENSG00000107742
HGNC:1530	NM_001195518	NP_001182447	ENST00000361114	MICU1	10367	ENSG00000107745
HGNC:29197	NM_001284240	NP_001271169	ENST00000372088	CCSER2	54462	ENSG00000107771
HGNC:7102	NM_004897	NP_004888	ENST00000371996	MINPP1	9562	ENSG00000107789
HGNC:130	NM_001613	NP_001604	ENST00000224784	ACTA2	59	ENSG00000107796
HGNC:6617	NM_000235	NP_000226	ENST00000336233	LIPA	3988	ENSG00000107798
HGNC:5056	NM_005521	NP_005512	ENST00000370196	TLX1	3195	ENSG00000107807
HGNC:1160	NM_021830	NP_068602	ENST00000311916	TWNK	56652	ENSG00000107815
HGNC:10847	NM_022039	NP_071322	ENST00000331272	FBXW4	6468	ENSG00000107829
HGNC:15677	NM_025235	NP_079511	ENST00000371627	TNKS2	80351	ENSG00000107854
HGNC:9006	NM_005029	NP_005020	ENST00000370002	PITX3	5309	ENSG00000107859
HGNC:23725	NM_020824	NP_065875	ENST00000396432	ARHGAP21	57584	ENSG00000107863
HGNC:21746	NM_014912	NP_055727	ENST00000265997	CPEB3	22849	ENSG00000107864
HGNC:28352	NM_024040	NP_076945	ENST00000369937	CUEDC2	79004	ENSG00000107874
HGNC:23338	NM_145698	NP_663736	ENST00000396271	ACBD5	91452	ENSG00000107897
HGNC:30042	NM_022126	NP_071409	ENST00000368842	LHPP	64077	ENSG00000107902
HGNC:21535	NM_012341	NP_036473	ENST00000360803	GTPBP4	23560	ENSG00000107937
HGNC:24640	NM_001202438	NP_001189367	ENST00000356792	EDRF1	26098	ENSG00000107938
HGNC:978	NM_078468	NP_510868	ENST00000278100	BCCIP	56647	ENSG00000107949
HGNC:17663	NM_014889	NP_055704	ENST00000224949	PITRM1	10531	ENSG00000107959
HGNC:26200	NM_024928	NP_079204	ENST00000224950	STN1	79991	ENSG00000107960
HGNC:6860	NM_005204	NP_005195	ENST00000263056	MAP3K8	1326	ENSG00000107968
HGNC:2891	NM_012242	NP_036374	ENST00000373970	DKK1	22943	ENSG00000107984
HGNC:15987	NM_006541	NP_006532	ENST00000331244	GLRX3	10539	ENSG00000108010
HGNC:12822	NM_020383	NP_065116	ENST00000502935	XPNPEP1	7511	ENSG00000108039
HGNC:11741	NM_003201	NP_003192	ENST00000487519	TFAM	7019	ENSG00000108064
HGNC:18782	NM_005436	NP_005427	ENST00000263102	CCDC6	8030	ENSG00000108091
HGNC:23354	NM_145012	NP_659449	ENST00000374704	CCNY	219771	ENSG00000108100
HGNC:17895	NM_014501	NP_055316	ENST00000264552	UBE2S	27338	ENSG00000108106
HGNC:16493	NM_020338	NP_065071	ENST00000334512	ZMIZ1	57178	ENSG00000108175
HGNC:28908	NM_021800	NP_068572	ENST00000225171	DNAJC12	56521	ENSG00000108176
HGNC:9259	NM_005729	NP_005720	ENST00000225174	PPIF	10105	ENSG00000108179
HGNC:23301	NM_022129	NP_071412	ENST00000358769	PBLD	64081	ENSG00000108187
HGNC:29082	NM_015188	NP_056003	ENST00000225235	TBC1D12	23232	ENSG00000108239
HGNC:2620	NM_000772	NP_000763	ENST00000285979	CYP2C18	1562	ENSG00000108242
HGNC:17634	NM_020772	NP_065823	ENST00000225388	NUFIP2	57532	ENSG00000108256
HGNC:10312	NM_000981	NP_000972	ENST00000225430	RPL19	6143	ENSG00000108298
HGNC:24679	NM_032875	NP_116264	ENST00000264658	FBXL20	84961	ENSG00000108306
HGNC:16984	NM_001144825	NP_001138297	ENST00000426726	RUNDC3A	10900	ENSG00000108309
HGNC:12511	NM_014233	NP_055048	ENST00000436088	UBTF	7343	ENSG00000108312
HGNC:9560	NM_002809	NP_002800	ENST00000264639	PSMD3	5709	ENSG00000108344
HGNC:17040	NM_007359	NP_031385	ENST00000264645	CASC3	22794	ENSG00000108349
HGNC:10004	NM_003835	NP_003826	ENST00000262406	RGS9	8787	ENSG00000108370
HGNC:12782	NM_030753	NP_110380	ENST00000225512	WNT3	7473	ENSG00000108379
HGNC:756	NM_000049	NP_000040	ENST00000263080	ASPA	443	ENSG00000108381
HGNC:9820	NM_058216	NP_478123	ENST00000337432	RAD51C	5889	ENSG00000108384
HGNC:7523	NM_015294	NP_056109	ENST00000262294	TRIM37	4591	ENSG00000108395
HGNC:18018	NM_024612	NP_078888	ENST00000251241	DHX40	79665	ENSG00000108406
HGNC:16811	NM_016261	NP_057345	ENST00000325752	TUBD1	51174	ENSG00000108423
HGNC:6400	NM_002265	NP_002256	ENST00000290158	KPNB1	3837	ENSG00000108424
HGNC:10436	NM_003161	NP_003152	ENST00000225577	RPS6KB1	6198	ENSG00000108443
HGNC:18673	NM_176096	NP_788276	ENST00000338399	CDK5RAP3	80279	ENSG00000108465
HGNC:1551	NM_001127228	NP_001120700	ENST00000225603	CBX1	10951	ENSG00000108468
HGNC:9950	NM_004259	NP_004250	ENST00000317905	RECQL5	9400	ENSG00000108469
HGNC:8966	NM_004278	NP_004269	ENST00000225609	PIGL	9487	ENSG00000108474
HGNC:4118	NM_000154	NP_000145	ENST00000588479	GALK1	2584	ENSG00000108479
HGNC:18807	NM_015099	NP_055914	ENST00000348066	CAMTA2	23125	ENSG00000108509
HGNC:22474	NM_005121	NP_005112	ENST00000397786	MED13	9969	ENSG00000108510
HGNC:5117	NM_018952	NP_061825	ENST00000225648	HOXB6	3216	ENSG00000108511
HGNC:10981	NM_003562	NP_003553	ENST00000225665	SLC25A11	8402	ENSG00000108528
HGNC:15828	NM_016084	NP_057168	ENST00000225688	RASD1	51655	ENSG00000108551
HGNC:1966	NM_000080	NP_000071	ENST00000649488	CHRNE	1145	ENSG00000108556
HGNC:9834	NM_030665	NP_109590	ENST00000353383	RAI1	10743	ENSG00000108557
HGNC:8067	NM_002532	NP_002523	ENST00000573584	NUP88	4927	ENSG00000108559
HGNC:1243	NM_001212	NP_001203	ENST00000225698	C1QBP	708	ENSG00000108561
HGNC:11050	NM_001045	NP_001036	ENST00000650711	SLC6A4	6532	ENSG00000108576
HGNC:1059	NM_000386	NP_000377	ENST00000261714	BLMH	642	ENSG00000108578
HGNC:2301	NM_001304	NP_001295	ENST00000225719	CPD	1362	ENSG00000108582
HGNC:24856	NM_020198	NP_064583	ENST00000225726	CCDC47	57003	ENSG00000108588
HGNC:24260	NM_016060	NP_057144	ENST00000225728	MED31	51003	ENSG00000108590
HGNC:3030	NM_001388	NP_001379	ENST00000225729	DRG2	1819	ENSG00000108591
HGNC:17136	NM_017647	NP_060117	ENST00000427159	FTSJ3	117246	ENSG00000108592
HGNC:368	NM_007202	NP_009133	ENST00000225737	AKAP10	11216	ENSG00000108599
HGNC:405	NM_000691	NP_000682	ENST00000225740	ALDH3A1	218	ENSG00000108602
HGNC:11107	NM_001098426	NP_001091896	ENST00000448276	SMARCD2	6603	ENSG00000108604
HGNC:5345	NM_001099789	NP_001093259	ENST00000579788	ICAM2	3384	ENSG00000108622
HGNC:24123	NM_015681	NP_056496	ENST00000261499	B9D1	27077	ENSG00000108641
HGNC:18279	NM_018428	NP_060898	ENST00000261708	UTP6	55813	ENSG00000108651
HGNC:2746	NM_004396	NP_004387	ENST00000225792	DDX5	1655	ENSG00000108654
HGNC:30173	NM_022344	NP_071739	ENST00000577809	C17orf75	64149	ENSG00000108666
HGNC:9556	NM_002815	NP_002806	ENST00000261712	PSMD11	5717	ENSG00000108671
HGNC:6564	NM_005567	NP_005558	ENST00000262776	LGALS3BP	3959	ENSG00000108679
HGNC:10634	NM_006273	NP_006264	ENST00000378569	CCL7	6354	ENSG00000108688
HGNC:10618	NM_002982	NP_002973	ENST00000225831	CCL2	6347	ENSG00000108691
HGNC:10635	NM_005623	NP_005614	ENST00000394620	CCL8	6355	ENSG00000108700
HGNC:8854	NM_000286	NP_000277	ENST00000225873	PEX12	5193	ENSG00000108733
HGNC:29517	NM_024119	NP_077024	ENST00000251642	DHX58	79132	ENSG00000108771
HGNC:4201	NM_021078	NP_066564	ENST00000225916	KAT2A	2648	ENSG00000108773
HGNC:7632	NM_000263	NP_000254	ENST00000225927	NAGLU	4669	ENSG00000108784
HGNC:8011	NM_003632	NP_003623	ENST00000264638	CNTNAP1	8506	ENSG00000108797
HGNC:29859	NM_016428	NP_057512	ENST00000225941	ABI3	51225	ENSG00000108798
HGNC:3526	NM_001991	NP_001982	ENST00000428826	EZH1	2145	ENSG00000108799
HGNC:2917	NM_138281	NP_612138	ENST00000240306	DLX4	1748	ENSG00000108813
HGNC:9298	NM_032595	NP_115984	ENST00000612501	PPP1R9B	84687	ENSG00000108819
HGNC:10805	NM_000023	NP_000014	ENST00000262018	SGCA	6442	ENSG00000108823
HGNC:14483	NM_016504	NP_057588	ENST00000225969	MRPL27	51264	ENSG00000108826
HGNC:16919	NM_006373	NP_006364	ENST00000355653	VAT1	10493	ENSG00000108828
HGNC:28817	NM_018509	NP_060979	ENST00000225972	LRRC59	55379	ENSG00000108829
HGNC:18315	NM_005440	NP_005431	ENST00000587250	RND2	8153	ENSG00000108830
HGNC:429	NM_000697	NP_000688	ENST00000251535	ALOX12	239	ENSG00000108839
HGNC:54	NM_003786	NP_003777	ENST00000285238	ABCC3	8714	ENSG00000108846
HGNC:24309	NM_016424	NP_057508	ENST00000505658	LUC7L3	51747	ENSG00000108848
HGNC:16809	NM_022739	NP_073576	ENST00000262435	SMURF2	64750	ENSG00000108854
HGNC:3069	NM_004090	NP_004081	ENST00000226004	DUSP3	1845	ENSG00000108861
HGNC:30858	NM_004247	NP_004238	ENST00000426333	EFTUD2	9343	ENSG00000108883
HGNC:4977	NM_002126	NP_002117	ENST00000226067	HLF	3131	ENSG00000108924
HGNC:10927	NM_004694	NP_004685	ENST00000580666	SLC16A6	9120	ENSG00000108932
HGNC:3228	NM_001406	NP_001397	ENST00000226091	EFNB3	1949	ENSG00000108947
HGNC:23015	NM_017565	NP_060035	ENST00000592554	FAM20A	54757	ENSG00000108950
HGNC:12851	NM_006761	NP_006752	ENST00000264335	YWHAE	7531	ENSG00000108953
HGNC:7153	NM_012329	NP_036461	ENST00000262065	MMD	23531	ENSG00000108960
HGNC:17679	NM_016492	NP_057576	ENST00000226105	RANGRF	29098	ENSG00000108961
HGNC:6846	NM_002758	NP_002749	ENST00000590474	MAP2K6	5608	ENSG00000108984
HGNC:19221	NM_015626	NP_056441	ENST00000262394	WSB1	26118	ENSG00000109046
HGNC:7567	NM_005963	NP_005954	ENST00000226207	MYH1	4619	ENSG00000109061
HGNC:11075	NM_004252	NP_004243	ENST00000262613	SLC9A3R1	9368	ENSG00000109062
HGNC:7573	NM_002470	NP_002461	ENST00000583535	MYH3	4621	ENSG00000109063
HGNC:23133	NM_015654	NP_056469	ENST00000357814	NAT9	26151	ENSG00000109065
HGNC:12724	NM_000638	NP_000629	ENST00000226218	VTN	7448	ENSG00000109072
HGNC:11894	NM_021137	NP_066960	ENST00000226225	TNFAIP1	7126	ENSG00000109079
HGNC:28106	NM_014573	NP_055388	ENST00000226230	TMEM97	27346	ENSG00000109084
HGNC:29999	NM_014603	NP_055418	ENST00000337231	CDR2L	30850	ENSG00000109089
HGNC:9118	NM_000304	NP_000295	ENST00000312280	PMP22	5376	ENSG00000109099
HGNC:418	NM_005165	NP_005156	ENST00000226253	ALDOC	230	ENSG00000109107
HGNC:11470	NM_003170	NP_003161	ENST00000314616	SUPT6H	6830	ENSG00000109111
HGNC:16519	NM_031934	NP_114140	ENST00000395245	RAB34	83871	ENSG00000109113
HGNC:20816	NM_001033561	NP_001028733	ENST00000332830	PHF12	57649	ENSG00000109118
HGNC:25541	NM_018126	NP_060596	ENST00000504986	TMEM33	55161	ENSG00000109133
HGNC:4078	NM_000809	NP_000800	ENST00000264318	GABRA4	2557	ENSG00000109158
HGNC:29282	NM_020846	NP_065897	ENST00000264313	SLAIN2	57606	ENSG00000109171
HGNC:12544	NM_001075	NP_001066	ENST00000265403	UGT2B10	7365	ENSG00000109181
HGNC:26133	NM_025087	NP_079363	ENST00000226432	CWH43	80157	ENSG00000109182
HGNC:28998	NM_001040402	NP_001035492	ENST00000334635	DCUN1D4	23142	ENSG00000109184
HGNC:20075	NM_022832	NP_073743	ENST00000441222	USP46	64854	ENSG00000109189
HGNC:11377	NM_005420	NP_005411	ENST00000226444	SULT1E1	6783	ENSG00000109193
HGNC:1935	NM_012110	NP_036242	ENST00000263921	CHIC2	26511	ENSG00000109220
HGNC:15606	NM_021970	NP_068805	ENST00000499666	LAMTOR3	8649	ENSG00000109270
HGNC:8862	NM_002620	NP_002611	ENST00000226524	PF4V1	5197	ENSG00000109272
HGNC:7794	NM_003998	NP_003989	ENST00000226574	NFKB1	4790	ENSG00000109320
HGNC:651	NM_001657	NP_001648	ENST00000395748	AREG	374	ENSG00000109321
HGNC:6831	NM_005908	NP_005899	ENST00000647097	MANBA	4126	ENSG00000109323
HGNC:12476	NM_181891	NP_871620	ENST00000453744	UBE2D3	7323	ENSG00000109332
HGNC:6872	NM_138982	NP_620448	ENST00000641462	MAPK10	5602	ENSG00000109339
HGNC:7705	NM_001184989	NP_001171918	ENST00000394223	NDUFC1	4717	ENSG00000109390
HGNC:12517	NM_021833	NP_068605	ENST00000262999	UCP1	7350	ENSG00000109424
HGNC:21710	NM_015130	NP_055945	ENST00000442267	TBC1D9	23158	ENSG00000109436
HGNC:15462	NM_014487	NP_055302	ENST00000262990	ZNF330	27309	ENSG00000109445
HGNC:6353	NM_007246	NP_009177	ENST00000226725	KLHL2	11275	ENSG00000109466
HGNC:2303	NM_001873	NP_001864	ENST00000402744	CPE	1363	ENSG00000109472
HGNC:12762	NM_006005	NP_005996	ENST00000226760	WFS1	7466	ENSG00000109501
HGNC:534	NM_007193	NP_009124	ENST00000359299	ANXA10	11199	ENSG00000109511
HGNC:19696	NM_025196	NP_079472	ENST00000264954	GRPEL1	80273	ENSG00000109519
HGNC:14264	NM_018983	NP_061856	ENST00000226796	GAR1	54433	ENSG00000109534
HGNC:3954	NM_004477	NP_004468	ENST00000226798	FRG1	2483	ENSG00000109536
HGNC:2021	NM_001829	NP_001820	ENST00000513761	CLCN3	1182	ENSG00000109572
HGNC:17929	NM_016228	NP_057312	ENST00000337664	AADAT	51166	ENSG00000109576
HGNC:4129	NM_017423	NP_059119	ENST00000265000	GALNT7	51809	ENSG00000109586
HGNC:2738	NM_001358	NP_001349	ENST00000336812	DHX15	1665	ENSG00000109606
HGNC:11181	NM_003102	NP_003093	ENST00000382120	SOD3	6649	ENSG00000109610
HGNC:30605	NM_016955	NP_058651	ENST00000382103	SEPSECS	51091	ENSG00000109618
HGNC:2333	NM_001014447	NP_001014447	ENST00000360986	CPZ	8532	ENSG00000109625
HGNC:15974	NM_015271	NP_056086	ENST00000338700	TRIM2	23321	ENSG00000109654
HGNC:13446	NM_020041	NP_064425	ENST00000264784	SLC2A9	56606	ENSG00000109667
HGNC:16712	NM_001349798	NP_001336727	ENST00000281708	FBXW7	55294	ENSG00000109670
HGNC:24573	NM_018248	NP_060718	ENST00000264596	NEIL3	55247	ENSG00000109674
HGNC:25624	NM_018317	NP_060787	ENST00000264866	TBC1D19	55296	ENSG00000109680
HGNC:12766	NM_001042424	NP_001035889	ENST00000508803	NSD2	7468	ENSG00000109685
HGNC:951	NM_001189	NP_001180	ENST00000382438	NKX3-2	579	ENSG00000109705
HGNC:16894	NM_001146069	NP_001139541	ENST00000355443	MFSD10	10227	ENSG00000109736
HGNC:4329	NM_000824	NP_000815	ENST00000264428	GLRB	2743	ENSG00000109738
HGNC:1118	NM_004334	NP_004325	ENST00000265016	BST1	683	ENSG00000109743
HGNC:25640	NM_018359	NP_060829	ENST00000264689	UFSP2	55325	ENSG00000109775
HGNC:16516	NM_016531	NP_057615	ENST00000261438	KLF3	51274	ENSG00000109787
HGNC:24304	NM_022346	NP_071741	ENST00000251496	NCAPG	64151	ENSG00000109805
HGNC:12525	NM_003359	NP_003350	ENST00000316423	UGDH	7358	ENSG00000109814
HGNC:9237	NM_013261	NP_037393	ENST00000264867	PPARGC1A	10891	ENSG00000109819
HGNC:18698	NM_013264	NP_037396	ENST00000263576	DDX25	29118	ENSG00000109832
HGNC:2389	NM_001289808	NP_001276737	ENST00000650687	CRYAB	1410	ENSG00000109846
HGNC:2528	NM_001814	NP_001805	ENST00000227266	CTSC	1075	ENSG00000109861
HGNC:25079	NM_030771	NP_110398	ENST00000328697	CCDC34	91057	ENSG00000109881
HGNC:12930	NM_006006	NP_005997	ENST00000335953	ZBTB16	7704	ENSG00000109906
HGNC:1171	NM_019040	NP_061913	ENST00000640961	ELP4	26610	ENSG00000109911
HGNC:13051	NM_003904	NP_003895	ENST00000227322	ZPR1	8882	ENSG00000109917
HGNC:17587	NM_014342	NP_055157	ENST00000302503	MTCH2	23788	ENSG00000109919
HGNC:19752	NM_015308	NP_056123	ENST00000263773	FNBP4	23360	ENSG00000109920
HGNC:10547	NM_006918	NP_008849	ENST00000264027	SC5D	6309	ENSG00000109929
HGNC:921	NM_054025	NP_473366	ENST00000312527	B3GAT1	27087	ENSG00000109956
HGNC:5241	NM_006597	NP_006588	ENST00000534624	HSPA8	3312	ENSG00000109971
HGNC:8534	NM_002559	NP_002550	ENST00000263314	P2RX3	5024	ENSG00000109991
HGNC:6658	NM_001130142	NP_001123614	ENST00000456829	VWA5A	4013	ENSG00000110002
HGNC:18187	NM_170601	NP_733746	ENST00000263593	SIAE	54414	ENSG00000110013
HGNC:14978	NM_013306	NP_037438	ENST00000377244	SNX15	29907	ENSG00000110025
HGNC:29151	NM_015177	NP_055992	ENST00000227451	DTX4	23220	ENSG00000110042
HGNC:29028	NM_015104	NP_055919	ENST00000377264	ATG2A	23130	ENSG00000110046
HGNC:3242	NM_006795	NP_006786	ENST00000320631	EHD1	10938	ENSG00000110047
HGNC:8503	NM_002556	NP_002547	ENST00000263847	OSBP	5007	ENSG00000110048
HGNC:13481	NM_030930	NP_112192	ENST00000227471	UNC93B1	81622	ENSG00000110057
HGNC:25461	NM_031307	NP_112597	ENST00000227474	PUS3	83480	ENSG00000110060
HGNC:29812	NM_014026	NP_054745	ENST00000263579	DCPS	28960	ENSG00000110063
HGNC:24283	NM_017635	NP_060105	ENST00000304363	KMT5B	51111	ENSG00000110066
HGNC:26927	NM_017547	NP_060017	ENST00000263578	FOXRED1	55572	ENSG00000110074
HGNC:2328	NM_001876	NP_001867	ENST00000265641	CPT1A	1374	ENSG00000110090
HGNC:28359	NM_024098	NP_077003	ENST00000227520	CCDC86	79080	ENSG00000110104
HGNC:17896	NM_014502	NP_055317	ENST00000227524	PRPF19	27339	ENSG00000110107
HGNC:28771	NM_024092	NP_076997	ENST00000227525	TMEM109	79073	ENSG00000110108
HGNC:5171	NM_000613	NP_000604	ENST00000265983	HPX	3263	ENSG00000110169
HGNC:10064	NM_033278	NP_150594	ENST00000345851	TRIM3	10612	ENSG00000110171
HGNC:14525	NM_012124	NP_036256	ENST00000320585	CHORDC1	26973	ENSG00000110172
HGNC:3791	NM_016729	NP_057941	ENST00000393676	FOLR1	2348	ENSG00000110195
HGNC:3795	NM_000804	NP_000795	ENST00000611028	FOLR3	2352	ENSG00000110203
HGNC:8599	NM_015368	NP_056183	ENST00000227638	PANX1	24145	ENSG00000110218
